Data Source in SDW: https://sdw.ecb.europa.eu/browseTable.do?org.apache.struts.taglib.html.TOKEN=0cb8bc69fe36fdc5a3a84a4676ee9950&df=true&ec=&dc=&oc=&pb=&rc=&DATASET=0&removeItem=&removedItemList=&mergeFilter=&activeTab=QSA&showHide=&REF_AREA.252=AT&REF_AREA.252=BE&REF_AREA.252=BG&REF_AREA.252=CY&REF_AREA.252=CZ&REF_AREA.252=DE&REF_AREA.252=DK&REF_AREA.252=EE&REF_AREA.252=ES&REF_AREA.252=FI&REF_AREA.252=FR&REF_AREA.252=GR&REF_AREA.252=HU&REF_AREA.252=IE&REF_AREA.252=IT&REF_AREA.252=LT&REF_AREA.252=LU&REF_AREA.252=LV&REF_AREA.252=MT&REF_AREA.252=NL&REF_AREA.252=PL&REF_AREA.252=PT&REF_AREA.252=RO&REF_AREA.252=SE&REF_AREA.252=SI&REF_AREA.252=SK&REF_SECTOR.252=S1M&COUNTERPART_SECTOR.252=S11&STO.252=F&INSTR_ASSET.252=F511&MAX_DOWNLOAD_SERIES=500&SERIES_MAX_NUM=50&node=9698168&legendPub=published&SERIES_KEY_checkall=on&SERIES_KEY=332.QSA.Q.N.AT.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.BE.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.BG.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.CY.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.CZ.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.DE.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.DK.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.EE.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.ES.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.FI.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.FR.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.GR.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.HU.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.IE.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.IT.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.LT.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.LU.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.LV.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.MT.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.NL.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.PL.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.PT.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.RO.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.SE.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.SI.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.SK.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T
,QSA.Q.N.AT.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.BE.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.BG.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.CY.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.CZ.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.DE.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.DK.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.EE.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.ES.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.FI.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.FR.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.GR.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.HU.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.IE.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.IT.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.LT.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.LU.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.LV.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.MT.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.NL.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.PL.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.PT.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.RO.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.SE.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.SI.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.SK.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T
2016Q2,-57.00,-78.39,-12.00,21.20,-642.00,3816.00,-10579.00,5.40,1779.00,-108.00,-7897.00,-6.21,-6170.00,-43.00,351.00,-2.54,44.45,-0.40,-30.78,-213.00,4893.10,122.81,-1359.00,3979.00,-2.41,0.00
2016Q1,32.00,-3.62,-4.00,-4.30,2149.00,4622.00,544.00,1.30,3807.00,266.00,-2337.00,4.88,-15843.00,-37.00,3460.00,3.61,-1.45,-2.40,43.87,-259.00,-4299.95,36.13,326.00,5381.00,-34.40,0.00
2015Q4,-64.00,230.68,-11.00,-14.30,-545.00,3393.00,-2192.00,4.11,-5661.00,-539.00,5851.00,-2.27,-9224.00,87.00,-3922.00,-56.10,14.62,-3.70,11.20,-251.00,1168.93,-143.33,-1359.00,8317.00,-27.18,0.00
2015Q3,16.00,205.07,-2.00,-0.80,113.00,5030.00,3498.00,1.51,-3334.00,299.00,-1697.00,-15.35,8783.00,-38.00,3026.00,15.17,19.75,-12.00,37.82,-45.00,294.78,-24.76,-798.00,5017.00,-5.60,0.00
2015Q2,-92.00,19.36,-198.00,13.40,3456.00,602.00,-11615.00,6.61,-7183.00,-639.00,-1832.00,51.48,-12271.00,-36.00,-553.00,4.63,8.45,0.00,31.64,-88.00,-826.51,-242.07,1132.28,-8941.00,-10.91,0.01
2015Q1,-349.00,-337.77,224.00,-0.40,-182.00,-5440.00,-3292.00,5.40,-608.00,-375.00,-779.00,4.19,-8572.00,-48.00,-677.00,-7.53,2.46,-14.50,40.81,-687.00,754.36,-303.57,346.87,-3358.00,-8.84,0.01
2014Q4,120.00,-179.68,-52.00,-11.00,825.00,1561.00,-205.00,3.13,1154.00,-808.00,3147.00,-10.28,6189.00,-27.00,1391.00,-18.36,53.64,15.60,2.33,55.00,1842.84,31.35,-241.87,-99.00,-41.56,-0.04
2014Q3,-58.00,-34.09,-47.00,-180.40,-3121.00,831.00,-2326.00,-0.66,689.00,-259.00,797.00,-9.79,7582.00,-7.00,635.00,1.09,4.83,-5.40,38.68,247.00,-1109.24,-88.15,-364.50,-64.00,-27.60,0.03
2014Q2,182.00,-109.88,-42.00,112.90,-514.00,-28.00,-3771.00,1.72,-779.00,-676.00,-1734.00,28.21,-1026.00,-38.00,-271.00,98.39,2.71,-4.40,5.22,-111.00,-1060.64,12.50,360.00,-3944.00,-21.30,-0.00
2014Q1,-12.00,-448.66,-37.00,103.40,-381.00,-177.00,-4298.00,2.62,2370.00,-60.00,-527.00,10.78,11537.00,-156.00,339.00,15.85,8.79,-12.20,10.75,17.00,-806.03,-86.19,-223.00,-4729.00,-2.30,-0.00
2013Q4,-111.00,281.13,-5.00,36.40,-929.00,-4125.00,-2982.00,1.80,278.00,98.00,-3121.00,1.88,-4651.00,-35.00,0.00,-2.46,-5.15,-1.10,23.31,-258.00,1271.18,146.73,-796.00,925.00,-10.40,0.00
2013Q3,-149.00,,-6.00,3.40,-113.00,-3140.00,-2989.00,,-2406.00,-514.00,617.00,1810.04,-1424.00,,0.00,-10.73,19.09,-1.20,,-259.00,1965.53,,0.00,-2482.00,-2.86,0.00
2013Q2,-73.00,,-8.00,-20.10,885.00,402.00,339.00,,2339.00,-77.00,-1024.00,1531.90,5736.00,,0.00,112.45,19.96,0.10,,6.00,779.33,,0.00,915.00,-4.70,0.01
2013Q1,-66.00,,-9.00,8.10,1288.00,1155.00,581.00,,124.00,345.00,-1677.00,1739.93,12211.00,,0.00,-6.93,8.54,-0.20,,-30.00,-563.78,,0.00,1590.00,-4.50,-0.00
2012Q4,-114.00,,-34.00,-13.30,2690.00,,959.00,,402.00,146.00,-2465.00,1879.02,18240.00,,0.00,-1.15,-0.69,-1.20,,102.00,,,168.00,-637.00,-14.96,-0.01
2012Q3,-51.00,,-32.00,,-6485.00,,,,842.00,189.00,-1215.00,,-8901.00,,0.00,-6.55,-6.99,0.60,,-739.00,,,0.00,-4066.00,-9.40,0.01
2012Q2,7.00,,-31.00,,1082.00,,,,433.00,275.00,627.00,,10446.00,,0.00,-7.33,8.65,-1.50,,48.00,,,0.00,-8838.00,-4.20,0.02
2012Q1,-69.00,,-29.00,,703.00,,,,1290.00,351.00,-2451.00,,2394.00,,0.00,-27.51,3.11,1.10,,-142.00,,,0.00,2410.00,-15.50,0.01
2011Q4,6.00,,-28.00,,-495.00,,,,-375.00,,-1604.00,,-12092.00,,-,-1.42,1.79,9.60,,-389.00,,,-1009.00,-357.00,-8.08,-0.04
2011Q3,61.00,,-25.00,,7017.00,,,,-2329.00,,1647.00,,9559.00,,-,-26.04,13.55,15.10,,-134.00,,,0.00,-5052.00,-15.00,0.00
2011Q2,-168.00,,-22.00,,-2073.00,,,,-3574.00,,-2174.00,,-3444.00,,-,0.63,1.81,-0.90,,10.00,,,0.00,67.00,-17.50,0.02
2011Q1,-174.00,,-19.00,,-3951.00,,,,402.00,,1456.00,,-2647.00,,-,14.92,-15.16,-0.70,,146.00,,,0.00,3479.00,-18.10,0.06
2010Q4,202.00,,-13.00,,815.00,,,,306.00,,-1512.00,,16525.00,,-,0.88,-1.62,0.00,,-330.00,,,-963.00,-3944.00,-7.01,-0.10
2010Q3,-165.00,,-24.00,,-240.00,,,,-1709.00,,1770.00,,-17820.00,,-,-8.70,-5.93,0.00,,-74.00,,,0.00,-3514.00,-9.87,-0.10
2010Q2,122.00,,-36.00,,1040.00,,,,1808.00,,3647.00,,4073.00,,-,-0.89,15.76,0.00,,-279.00,,,0.00,-540.00,-12.58,0.03
2010Q1,1.00,,-48.00,,-129.00,,,,720.00,,2246.00,,4372.00,,-,14.30,-10.96,0.00,,-161.00,,,0.00,805.00,-8.50,0.55
2009Q4,-91.00,,-26.00,,1002.00,,,,1678.00,,-871.00,,-2070.00,,-,-3.57,0.43,0.00,,,,,-254.00,1012.00,3.70,-0.58
2009Q3,-33.00,,-25.00,,445.00,,,,193.00,,-256.00,,-17806.00,,-,10.65,-676.56,0.00,,,,,0.00,0.00,4.00,0.00
2009Q2,-9.00,,-24.00,,664.00,,,,-781.00,,4076.00,,-6093.00,,-,-0.36,675.54,0.00,,,,,0.00,1057.00,9.08,0.00
2009Q1,74.00,,-24.00,,798.00,,,,902.00,,-167.00,,-120.00,,-,1.15,6.08,0.00,,,,,0.00,390.00,-4.40,0.00
2008Q4,389.00,,5.00,,-1281.00,,,,760.00,,225.00,,19342.00,,-,7.56,-99.67,0.00,,,,,70.00,1816.00,-0.34,0.14
2008Q3,170.00,,19.00,,686.00,,,,-1016.00,,-4487.00,,9416.00,,-,-3.73,38.40,0.00,,,,,0.00,0.00,-28.60,0.00
2008Q2,-123.00,,34.00,,2503.00,,,,-2723.00,,-1502.00,,-5114.00,,-,41.87,-100.69,0.00,,,,,0.00,0.00,-15.85,0.00
2008Q1,34.00,,48.00,,2234.00,,,,-1084.00,,1986.00,,14003.00,,-,14.61,-26.31,0.00,,,,,0.00,0.00,-34.44,-1.81
